now,published_at,price,house_type,size,living_size,price_m2,property_legal_document,rooms,toilets,furnishing_sell,width,length,floors,property_status,apartment_type,pty_characteristics,land_type,size_unit,direction,commercial_type,floornumber,block,balconydirection,unitnumber,apartment_feature
2025-10-04T00:30:53.726806,Cập nhật 9 ngày trước,"7,5 tỷ","Nhà ngõ, hẻm",40 m²,,"187,50 triệu/m²",Đã có sổ,5 phòng,4 phòng,Hoàn thiện cơ bản,,,4,,,,,,,,,,,,
2025-10-04T00:30:55.469734,Cập nhật 5 ngày trước,"6,5 tỷ","Nhà ngõ, hẻm",37 m²,37 m²,"175,68 triệu/m²",Đã có sổ,5 phòng,4 phòng,Hoàn thiện cơ bản,,,,,,,,,,,,,,,
2025-10-04T00:31:01.985763,Cập nhật 8 ngày trước,"6,2 tỷ",,55 m²,,"112,73 triệu/m²",Sổ hồng riêng,3 phòng,2 phòng,,,,,Chưa bàn giao,Chung cư,,,,,,,,,,
2025-10-04T00:31:02.318586,Cập nhật 9 ngày trước,"8,1 tỷ","Nhà ngõ, hẻm",35 m²,,"231,43 triệu/m²",Đã có sổ,3 phòng,4 phòng,,,,5,,,Nhà nở hậu,,,,,,,,,
2025-10-04T00:31:09.381921,Cập nhật 6 ngày trước,15 tỷ,"Nhà mặt phố, mặt tiền",40 m²,40 m²,375 triệu/m²,Đã có sổ,3 phòng,4 phòng,Nội thất đầy đủ,4 m,10 m,,,,Hẻm xe hơi,,,,,,,,,
2025-10-04T00:31:10.663268,Cập nhật 9 ngày trước,"5,1 tỷ","Nhà ngõ, hẻm",22 m²,,"231,82 triệu/m²",Đã có sổ,2 phòng,3 phòng,,,,4,,,,,,,,,,,,
2025-10-04T00:31:19.589185,Cập nhật 8 ngày trước,24 tỷ,,3000 m²,,8 triệu/m²,Đã có sổ,,,,,,,,,"Mặt tiền
Thổ cư 1 phần",Đất thổ cư,,,,,,,,
2025-10-04T00:31:24.387237,Cập nhật 7 ngày trước,"3,85 tỷ",,31 m²,,"124,19 triệu/m²",Sổ hồng riêng,3 phòng,,,,,,Đã bàn giao,"Tập thể, cư xá",,,,,,,,,,
2025-10-04T00:31:24.789209,Cập nhật 9 ngày trước,"9,1 tỷ","Nhà ngõ, hẻm",48 m²,,"189,58 triệu/m²",Đã có sổ,4 phòng,,,,,,,,,,,,,,,,,
2025-10-04T00:31:31.746765,Cập nhật 7 ngày trước,"12,8 tỷ",Nhà phố liền kề,50 m²,,256 triệu/m²,Đã có sổ,4 phòng,4 phòng,Nội thất cao cấp,5 m,,5,,,Hẻm xe hơi,,,,,,,,,
2025-10-04T00:31:33.398161,Cập nhật 8 ngày trước,"6,3 tỷ","Nhà ngõ, hẻm",36 m²,,175 triệu/m²,Đã có sổ,4 phòng,4 phòng,Nội thất đầy đủ,,,5,,,Nhà nở hậu,,,,,,,,,
2025-10-04T00:31:41.384733,Cập nhật 7 ngày trước,14 tỷ,"Nhà mặt phố, mặt tiền",70 m²,,200 triệu/m²,Đã có sổ,4 phòng,,Nội thất cao cấp,5 m,,5,,,"Hẻm xe hơi
Nhà nở hậu",,,,,,,,,
2025-10-04T00:31:47.410787,Cập nhật 8 ngày trước,"5,9 tỷ","Nhà ngõ, hẻm",35 m²,35 m²,"168,57 triệu/m²",Đã có sổ,3 phòng,3 phòng,Nội thất đầy đủ,3.3 m,10 m,5,,,"Hẻm xe hơi
Nhà nở hậu",,,Nam,,,,,,
2025-10-04T00:31:54.282968,Cập nhật 8 ngày trước,"14,99 tỷ","Nhà mặt phố, mặt tiền",50 m²,,"299,80 triệu/m²",Đã có sổ,3 phòng,3 phòng,,,,,,,,,,,,,,,,
2025-10-04T00:31:55.810826,Cập nhật 9 ngày trước,"16,5 tỷ","Nhà ngõ, hẻm",205 m²,,"80,49 triệu/m²",Đã có sổ,4 phòng,3 phòng,Nội thất cao cấp,,,3,,,"Hẻm xe hơi
Nhà nở hậu",,,Đông Nam,,,,,,
2025-10-04T00:32:03.281969,Cập nhật 9 ngày trước,"7,8 tỷ",,80 m²,,"97,50 triệu/m²",Sổ hồng riêng,3 phòng,,,,,,Chưa bàn giao,Chung cư,,,,,,,,,,
2025-10-04T00:32:09.439555,Cập nhật 8 ngày trước,"7,95 tỷ","Nhà mặt phố, mặt tiền",45 m²,,"176,67 triệu/m²",Đã có sổ,4 phòng,,,,,,,,,,,,,,,,,
2025-10-04T00:32:09.925776,Cập nhật 7 ngày trước,"7,9 tỷ","Nhà ngõ, hẻm",30.1 m²,30.1 m²,"262,46 triệu/m²",Đã có sổ,4 phòng,3 phòng,Nội thất đầy đủ,,,4,,,,,,,,,,,,
2025-10-04T00:32:10.842890,Cập nhật 8 ngày trước,5 tỷ,"Nhà ngõ, hẻm",28 m²,28 m²,"178,57 triệu/m²",Đã có sổ,3 phòng,4 phòng,Nội thất cao cấp,4 m,7 m,4,,,Hiện trạng khác,,,,,,,,,
2025-10-04T00:32:24.069999,Cập nhật 9 ngày trước,"4,25 tỷ",,48 m²,,"88,54 triệu/m²",Đã có sổ,,,,4 m,12 m,,,,,Đất thổ cư,,,,,,,,
2025-10-04T00:32:30.161693,Cập nhật 8 ngày trước,"2,1 tỷ",,91 m²,,"23,08 triệu/m²",Đã có sổ,,,,5 m,18 m,,,,"Mặt tiền
Hẻm xe hơi",Đất thổ cư,m²,,,,Trường Điện Kim Anh Sóc Sơn,,98,
2025-10-04T00:32:30.956247,Cập nhật 7 ngày trước,"2,7 tỷ",,80 m²,,"33,75 triệu/m²",Đã có sổ,,,,5 m,16 m,,,,"Mặt tiền
Thổ cư toàn bộ
Không có thổ cư",Đất thổ cư,m²,Đông Nam,,,Đất trong dân,,,
2025-10-04T00:32:32.727509,Cập nhật 9 ngày trước,"5,6 tỷ","Nhà ngõ, hẻm",44 m²,44 m²,"127,27 triệu/m²",Đã có sổ,4 phòng,,Nội thất đầy đủ,4 m,,4,,,,,,,,,,,,
2025-10-04T00:32:46.356236,Cập nhật 9 ngày trước,"8,3 tỷ","Nhà ngõ, hẻm",44 m²,,"188,64 triệu/m²",Đã có sổ,6 phòng,4 phòng,Nội thất đầy đủ,,,5,,,,,,,,,,,,
2025-10-04T00:32:47.771502,Cập nhật 9 ngày trước,10 tỷ,"Nhà ngõ, hẻm",52 m²,52 m²,"192,31 triệu/m²",Đã có sổ,5 phòng,5 phòng,,4 m,12 m,5,,,Nhà nở hậu,,,,,,,,,
2025-10-04T00:32:49.493613,Cập nhật 8 ngày trước,"5,9 tỷ","Nhà ngõ, hẻm",26 m²,26 m²,"226,92 triệu/m²",Đã có sổ,2 phòng,3 phòng,Hoàn thiện cơ bản,3.5 m,,4,,,,,,,,,,,,
2025-10-04T00:32:52.611719,Cập nhật 7 ngày trước,"6,336 tỷ",,100 m²,,"63,36 triệu/m²",Sổ hồng riêng,3 phòng,2 phòng,,,,,Chưa bàn giao,Chung cư,,,,,,,,,,
2025-10-04T00:33:06.087441,Cập nhật 7 ngày trước,"7,2 tỷ","Nhà ngõ, hẻm",35 m²,,"205,71 triệu/m²",Đã có sổ,4 phòng,5 phòng,Hoàn thiện cơ bản,4 m,,6,,,,,,,,,,,,
2025-10-04T00:33:10.307221,Cập nhật 1 ngày trước,"20,6 tỷ",Nhà phố liền kề,78 m²,150 m²,"264,10 triệu/m²",Đã có sổ,2 phòng,2 phòng,Nội thất đầy đủ,5 m,15 m,2,,,Hẻm xe hơi,,,Đông Bắc,,,,,,
2025-10-04T00:33:16.484149,Cập nhật 7 ngày trước,"8,2 tỷ",Nhà biệt thự,48.3 m²,,"169,77 triệu/m²",Đã có sổ,4 phòng,4 phòng,Nội thất đầy đủ,3.5 m,,5,,,,,,,,,,,,
2025-10-04T00:33:33.512796,Cập nhật 8 ngày trước,"2,3 tỷ",,85.5 m²,,"26,90 triệu/m²",Đã có sổ,,,,4.5 m,19 m,,,,"Mặt tiền
Không có thổ cư",Đất thổ cư,m²,Đông Nam,,,,,,
2025-10-04T00:33:39.672823,Cập nhật 7 ngày trước,19 tỷ,"Nhà ngõ, hẻm",75 m²,,"253,33 triệu/m²",Đã có sổ,nhiều hơn 10 phòng,Nhiều hơn 6 phòng,Nội thất cao cấp,5 m,16 m,7,,,"Hẻm xe hơi
Nhà nở hậu",,,Đông Bắc,,,,,,
2025-10-04T00:33:48.665055,Cập nhật 8 ngày trước,"6,65 tỷ",,80 m²,,"83,12 triệu/m²",Sổ hồng riêng,2 phòng,,,,,,Đã bàn giao,Chung cư,,,,,,,,,,
2025-10-04T00:33:56.686416,Cập nhật 8 ngày trước,"10,7 tỷ",,125 m²,,"85,60 triệu/m²",Đang chờ sổ,3 phòng,,Nội thất đầy đủ,,,,Đã bàn giao,Chung cư,,,,,,,,Đông Nam,,Căn góc
2025-10-04T00:33:57.602088,Cập nhật 7 ngày trước,"10,8 tỷ","Nhà mặt phố, mặt tiền",30 m²,,360 triệu/m²,Đã có sổ,4 phòng,5 phòng,,,,5,,,,,,,,,,,,
2025-10-04T00:34:04.130191,Cập nhật 7 ngày trước,"4,5 tỷ",,72 m²,,"62,50 triệu/m²",Sổ hồng riêng,2 phòng,2 phòng,Nội thất đầy đủ,,,,Đã bàn giao,Chung cư,,,,,,,,,,
2025-10-04T00:34:10.936965,Cập nhật 3 ngày trước,10 tỷ,"Nhà ngõ, hẻm",52 m²,,"192,31 triệu/m²",Đã có sổ,5 phòng,,,,,,,,,,,,,,,,,
2025-10-04T00:34:17.132299,Cập nhật 7 ngày trước,6 tỷ,"Nhà ngõ, hẻm",33 m²,150 m²,"181,82 triệu/m²",Đã có sổ,3 phòng,3 phòng,Nội thất đầy đủ,5 m,5.8 m,4,,,,,,Tây,,,,,,
2025-10-04T00:34:21.145013,Cập nhật 8 ngày trước,"15,5 tỷ","Nhà ngõ, hẻm",50 m²,,310 triệu/m²,Đã có sổ,5 phòng,5 phòng,Nội thất đầy đủ,,,6,,,,,,,,,,,,
2025-10-04T00:34:24.836219,Cập nhật 8 ngày trước,"23,5 tỷ",Nhà phố liền kề,77 m²,,"305,19 triệu/m²",Đã có sổ,4 phòng,4 phòng,Nội thất đầy đủ,4.5 m,17 m,4,,,,,,Đông Nam,,,,,,
2025-10-04T00:34:26.257873,Cập nhật 9 ngày trước,"2,86 tỷ","Nhà ngõ, hẻm",20 m²,20 m²,143 triệu/m²,Đã có sổ,2 phòng,,,,,,,,,,,,,,,,,
2025-10-04T00:34:35.155100,Cập nhật 7 ngày trước,"9,5 tỷ","Nhà ngõ, hẻm",48 m²,,"197,92 triệu/m²",Đã có sổ,3 phòng,,,,,,,,,,,,,,,,,
2025-10-04T00:34:39.021460,Cập nhật 8 ngày trước,"6,9 tỷ","Nhà mặt phố, mặt tiền",40 m²,,"172,50 triệu/m²",Đã có sổ,6 phòng,,,,,,,,Nhà nở hậu,,,,,,,,,
2025-10-04T00:34:40.360035,Cập nhật 8 ngày trước,"5,2 tỷ",,100 m²,,52 triệu/m²,Đã có sổ,,,,,,,,,"Mặt tiền
Hẻm xe hơi",Đất thổ cư,m²,,,,,,,
2025-10-04T00:34:50.450617,Cập nhật 9 ngày trước,"10,25 tỷ","Nhà ngõ, hẻm",42 m²,,"244,05 triệu/m²",Đã có sổ,3 phòng,,,,,5,,,Nhà nở hậu,,,,,,,,,
2025-10-04T00:34:53.233888,Cập nhật 7 ngày trước,"3,75 tỷ",Nhà phố liền kề,41 m²,41 m²,"91,46 triệu/m²",Đã có sổ,4 phòng,,,4 m,10 m,4,,,"Hẻm xe hơi
Nhà nở hậu",,,,,,,,,
2025-10-04T00:34:59.537948,Cập nhật 8 ngày trước,"4,3 tỷ",,46.1 m²,,"93,28 triệu/m²",Đã có sổ,,,,4.8 m,,,,,"Mặt tiền
Hẻm xe hơi
Thổ cư toàn bộ",Đất thổ cư,,,,,,,,
